"id","Line_raw","Line","Character_raw","Character","Setting"
"id0963","He hears the nurses giggle.","He hears the nurses giggle.","CONTEXT","CONTEXT","INT. CAFETERIA, CITY HOSPITAL - EARLY MORNING"
"id0964","No, sorry. Wasn't me.","No, sorry. Wasn't me.","JOKER","JOKER","INT. CAFETERIA, CITY HOSPITAL - EARLY MORNING"
"id0965","Of course it was you. You were the comedian.","Of course it was you. You were the comedian.","NURSE #1 (OS)","NURSE #1","INT. CAFETERIA, CITY HOSPITAL - EARLY MORNING"
"id0966","Except you weren't funny. You didn't tell any jokes.","Except you weren't funny. You didn't tell any jokes.","YOUNG DOCTOR (OS)","YOUNG DOCTOR","INT. CAFETERIA, CITY HOSPITAL - EARLY MORNING"
"id0967","He hears the nurses giggle again.","He hears the nurses giggle again.","CONTEXT","CONTEXT","INT. CAFETERIA, CITY HOSPITAL - EARLY MORNING"
"id0968","STAY CLOSE ON JOKER, getting upset. He just shakes his head.","STAY CLOSE ON JOKER, getting upset. He just shakes his head.","CONTEXT","CONTEXT","INT. CAFETERIA, CITY HOSPITAL - EARLY MORNING"
"id0969","I don't know what you're talking about.","I don't know what you're talking about.","JOKER","JOKER","INT. CAFETERIA, CITY HOSPITAL - EARLY MORNING"
"id0970","No. It was definitely you, buddy. You're the guy who couldn't stop laughing. Murray killed you.","No. It was definitely you, buddy. You're the guy who couldn't stop laughing. Murray killed you.","YOUNG DOCTOR (OS)","YOUNG DOCTOR","INT. CAFETERIA, CITY HOSPITAL - EARLY MORNING"
"id0971","More laughter. Joker looks up at them.","More laughter. Joker looks up at them.","CONTEXT","CONTEXT","INT. CAFETERIA, CITY HOSPITAL - EARLY MORNING"
"id0972","If I were you, I'd walk away from this table before I strangle all three of you with that fucking stethoscope hanging from your neck.","If I were you, I'd walk away from this table before I strangle all three of you with that fucking stethoscope hanging from your neck.","JOKER","JOKER","INT. CAFETERIA, CITY HOSPITAL - EARLY MORNING"
"id0973","Beat.","Beat.","CONTEXT","CONTEXT","INT. CAFETERIA, CITY HOSPITAL - EARLY MORNING"
"id0974","Joker crosses a busy street heading to the Center for Performing Arts. Light falling. Storm clouds gathering.","Joker crosses a busy street heading to the Center for Performing Arts. Light falling. Storm clouds gathering.","CONTEXT","CONTEXT","EXT. CENTER FOR PERFORMING ARTS, WAYNE HALL - UPTOWN - DUSK"
"id0975","Joker stops when he sees--","Joker stops when he sees--","CONTEXT","CONTEXT","EXT. CENTER FOR PERFORMING ARTS, WAYNE HALL - UPTOWN - DUSK"
"id0976","A CROWD OF PROTESTERS SCREAMING AND SHOUTING IN FRONT OF WAYNE HALL, behind steel barricades. Many wearing Joker's ""clown face"" mask... A few wave homemade signs, ""CLOWN FOR MAYOR""... ""KILL THE RICH""... ""MR. WAYNE, AM I A CLOWN?""","A CROWD OF PROTESTERS SCREAMING AND SHOUTING IN FRONT OF WAYNE HALL, behind steel barricades. Many wearing Joker's ""clown face"" mask... A few wave homemade signs, ""CLOWN FOR MAYOR""... ""KILL THE RICH""... ""MR. WAYNE, AM I A CLOWN?""","CONTEXT","CONTEXT","EXT. CENTER FOR PERFORMING ARTS, WAYNE HALL - UPTOWN - DUSK"
"id0977","A LINE OF POLICEMEN AND SECURITY GUARDS stand between the crowd and the lit-up white marble building.","A LINE OF POLICEMEN AND SECURITY GUARDS stand between the crowd and the lit-up white marble building.","CONTEXT","CONTEXT","EXT. CENTER FOR PERFORMING ARTS, WAYNE HALL - UPTOWN - DUSK"
"id0978","Joker watches the protest for a moment, then continues across the street. It starts to rain.","Joker watches the protest for a moment, then continues across the street. It starts to rain.","CONTEXT","CONTEXT","EXT. CENTER FOR PERFORMING ARTS, WAYNE HALL - UPTOWN - DUSK"
"id0979","A FIGHT BREAKS OUT between a ""clown"" masked protester and two cops. The crowd goes crazy, pushing through the barricades toward the building in the driving rain. The police and Wayne Hall Security fight to keep them out--","A FIGHT BREAKS OUT between a ""clown"" masked protester and two cops. The crowd goes crazy, pushing through the barricades toward the building in the driving rain. The police and Wayne Hall Security fight to keep them out--","CONTEXT","CONTEXT","EXT. WAYNE HALL, FRONT ENTRANCE - EVENING"
"id0980","Amidst all the chaos, we glimpse Joker slipping into the building unnoticed--","Amidst all the chaos, we glimpse Joker slipping into the building unnoticed--","CONTEXT","CONTEXT","EXT. WAYNE HALL, FRONT ENTRANCE - EVENING"
"id0981","Joker walks through the massive multi-level lobby. It's completely empty since the performance has already begun and whatever security was available is outside helping the police deal with the protesters.","Joker walks through the massive multi-level lobby. It's completely empty since the performance has already begun and whatever security was available is outside helping the police deal with the protesters.","CONTEXT","CONTEXT","INT. LOBBY, WAYNE HALL - EVENING"
"id0982","He looks up in awe at the crystal chandeliers... The shiny, marble floor beneath his feet. He's never seen anything this opulent in his entire life.","He looks up in awe at the crystal chandeliers... The shiny, marble floor beneath his feet. He's never seen anything this opulent in his entire life.","CONTEXT","CONTEXT","INT. LOBBY, WAYNE HALL - EVENING"
"id0983","JOKER MAKING HIS WAY THROUGH THE DARK SHADOWS ALONG THE BACK WALL OF THE AUDITORIUM, looking for Thomas Wayne in the sold-out, black-tie audience--","JOKER MAKING HIS WAY THROUGH THE DARK SHADOWS ALONG THE BACK WALL OF THE AUDITORIUM, looking for Thomas Wayne in the sold-out, black-tie audience--","CONTEXT","CONTEXT","INT. BACK OF THEATER, WAYNE HALL - EVENING"
"id0984","He catches bits of Chaplin's MODERN TIMES projected on a screen behind the Gotham Philharmonic playing the silent movie's score... the Tramp roller skating blindfolded on a date with the Gamin (Paulette Goddard) in a department store.","He catches bits of Chaplin's MODERN TIMES projected on a screen behind the Gotham Philharmonic playing the silent movie's score... the Tramp roller skating blindfolded on a date with the Gamin in a department store.","CONTEXT","CONTEXT","INT. BACK OF THEATER, WAYNE HALL - EVENING"
"id0985","He continues moving along the wall from aisle-to-aisle looking for Thomas Wayne...","He continues moving along the wall from aisle-to-aisle looking for Thomas Wayne...","CONTEXT","CONTEXT","INT. BACK OF THEATER, WAYNE HALL - EVENING"
"id0986","The audience laughs as the Tramp skates blindfolded, skirting along the edge of a balcony with no rail, orchestra playing the bouncy score. Joker can't find Thomas Wayne in the dark--","The audience laughs as the Tramp skates blindfolded, skirting along the edge of a balcony with no rail, orchestra playing the bouncy score. Joker can't find Thomas Wayne in the dark--","CONTEXT","CONTEXT","INT. BACK OF THEATER, WAYNE HALL - EVENING"
"id0987","He moves to the top of the next aisle, pausing to watch more of the film. Suddenly somebody bumps into Joker--","He moves to the top of the next aisle, pausing to watch more of the film. Suddenly somebody bumps into Joker--","CONTEXT","CONTEXT","INT. BACK OF THEATER, WAYNE HALL - EVENING"
"id0988","He looks up and sees it's one of Thomas Wayne's TWO SECURITY GUARDS, escorting Thomas Wayne out of the auditorium--","He looks up and sees it's one of Thomas Wayne's TWO SECURITY GUARDS, escorting Thomas Wayne out of the auditorium--","CONTEXT","CONTEXT","INT. BACK OF THEATER, WAYNE HALL - EVENING"
"id0989","Joker turns and watches them lead him out. Behind Joker on screen, the Tramp is rescued by the girl before he falls off the edge, orchestra swelling--","Joker turns and watches them lead him out. Behind Joker on screen, the Tramp is rescued by the girl before he falls off the edge, orchestra swelling--","CONTEXT","CONTEXT","INT. BACK OF THEATER, WAYNE HALL - EVENING"
"id0990","Joker peeks his head out of the auditorium, sees Thomas Wayne heading into the men's room, his two security guards waiting by the door, still hear the orchestra playing the score--","Joker peeks his head out of the auditorium, sees Thomas Wayne heading into the men's room, his two security guards waiting by the door, still hear the orchestra playing the score--","CONTEXT","CONTEXT","INT. LOBBY, WAYNE HALL - CONTINUOUS"
"id0991","Joker glances back into the auditorium--","Joker glances back into the auditorium--","CONTEXT","CONTEXT","INT. LOBBY, WAYNE HALL - CONTINUOUS"
"id0992","Sees a lobby broom and upright dustpan tucked in the back corner--","Sees a lobby broom and upright dustpan tucked in the back corner--","CONTEXT","CONTEXT","INT. LOBBY, WAYNE HALL - CONTINUOUS"
"id0993","Joker's sweeping up the hallway with his head down, hear the orchestra playing the melancholy ""Smile"" from the film's score. He sweeps along to the music like Emmett Kelly's famous hobo clown... Sweeping around the two security guards' feet... Annoyed, they move a bit away from the bathroom door... And don't give Joker a second look as he heads inside...","Joker's sweeping up the hallway with his head down, hear the orchestra playing the melancholy ""Smile"" from the film's score. He sweeps along to the music like Emmett Kelly's famous hobo clown... Sweeping around the two security guards' feet... Annoyed, they move a bit away from the bathroom door... And don't give Joker a second look as he heads inside...","CONTEXT","CONTEXT","INT. HALLWAY, MEN'S ROOM - WAYNE HALL - SECONDS LATER"
"id0994","Joker sweeps his way into the cavernous, black & white tiled bathroom, ornate gold fixtures. It's empty save for Thomas Wayne peeing at the far end of a long line of urinals.","Joker sweeps his way into the cavernous, black & white tiled bathroom, ornate gold fixtures. It's empty save for Thomas Wayne peeing at the far end of a long line of urinals.","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id0995","Joker takes a deep breath, and walks down the line of urinals right up next to Thomas Wayne--","Joker takes a deep breath, and walks down the line of urinals right up next to Thomas Wayne--","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id0996","He stands there for a beat while Thomas urinates, lobby broom and upright dustpan in hand--","He stands there for a beat while Thomas urinates, lobby broom and upright dustpan in hand--","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id0997","(glances over; annoyed) Can I help you, pal?","Can I help you, pal?","THOMAS WAYNE","THOMAS WAYNE","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id0998","What? Yeah. No I, I--","What? Yeah. No I, I--","JOKER","JOKER","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id0999","(interrupting) You need to get in here or something?","You need to get in here or something?","THOMAS WAYNE","THOMAS WAYNE","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1000","Thomas Wayne finishes and zips his fly back up. Joker is not sure what to say to him, just says--","Thomas Wayne finishes and zips his fly back up. Joker is not sure what to say to him, just says--","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1001","Dad. It's me.","Dad. It's me.","JOKER","JOKER","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1002","Beat.","Beat.","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1003","But Thomas Wayne doesn't hear him, he was flushing the urinal. He walks toward the sink.","But Thomas Wayne doesn't hear him, he was flushing the urinal. He walks toward the sink.","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1004","Excuse me?","Excuse me?","THOMAS WAYNE","THOMAS WAYNE","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1005","Joker follows after him.","Joker follows after him.","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1006","My name is Arthur. I'm Penny's son. (beat) I know you didn't know about me, and I don't want anything from you. Well... maybe a hug.","My name is Arthur. I'm Penny's son. I know you didn't know about me, and I don't want anything from you. Well... maybe a hug.","JOKER","JOKER","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1007","And Joker smiles, it's all very emotional for him. Thomas looks over at him like he's fucking crazy.","And Joker smiles, it's all very emotional for him. Thomas looks over at him like he's fucking crazy.","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1008","Jesus? You're the guy who came by my house yesterday.","Jesus? You're the guy who came by my house yesterday.","THOMAS WAYNE","THOMAS WAYNE","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1009","Joker nods, relieved he finally broke through.","Joker nods, relieved he finally broke through.","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1010","Yes. But they wouldn't let me in, wouldn't let me see you. So I came here. I have so many questions.","Yes. But they wouldn't let me in, wouldn't let me see you. So I came here. I have so many questions.","JOKER","JOKER","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1011","Thomas Wayne just laughs to himself and turns on the gold faucets at one of the sinks.","Thomas Wayne just laughs to himself and turns on the gold faucets at one of the sinks.","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1012","Look pal, I'm not your father. What's wrong with you?","Look pal, I'm not your father. What's wrong with you?","THOMAS WAYNE","THOMAS WAYNE","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1013","How do you know?","How do you know?","JOKER","JOKER","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1014","Thomas Wayne just keeps washing his hands, doesn't even look over at Joker.","Thomas Wayne just keeps washing his hands, doesn't even look over at Joker.","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1015","Cause you were adopted. And I never fucked your mother. What do you want from me, money?","Cause you were adopted. And I never fucked your mother. What do you want from me, money?","THOMAS WAYNE","THOMAS WAYNE","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1016","No. What? I wasn't adopted.","No. What? I wasn't adopted.","JOKER","JOKER","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1017","Thomas starts drying his hands.","Thomas starts drying his hands.","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1018","She never told you? Your mother adopted you before she even started working for us. She was arrested when you were four years old and committed to Arkham State Hospital. She's batshit crazy.","She never told you? Your mother adopted you before she even started working for us. She was arrested when you were four years old and committed to Arkham State Hospital. She's batshit crazy.","THOMAS WAYNE","THOMAS WAYNE","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1019","Joker starts to smile, feels a laugh coming on.","Joker starts to smile, feels a laugh coming on.","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1020","No. No, I don't believe that.","No. No, I don't believe that.","JOKER","JOKER","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1021","Thomas finishes drying his hands. Turns to Joker, his tone way more serious now.","Thomas finishes drying his hands. Turns to Joker, his tone way more serious now.","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1022","I don't really give a shit what you believe. (steps in closer) But if you ever come to my house again, if you ever talk to my son again, if I ever even hear about you again, I'll--","I don't really give a shit what you believe. But if you ever come to my house again, if you ever talk to my son again, if I ever even hear about you again, I'll--","THOMAS WAYNE","THOMAS WAYNE","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1023","AND JOKER CRACKS UP LAUGHING, interrupting his threat. Laughing right in his face--","AND JOKER CRACKS UP LAUGHING, interrupting his threat. Laughing right in his face--","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1024","Are you laughing at me?","Are you laughing at me?","THOMAS WAYNE","THOMAS WAYNE","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1025","Joker's laughing so hard he can't answer.","Joker's laughing so hard he can't answer.","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1026","THOMAS SHOVES JOKER HARD UP AGAINST THE TILED WALL, gripping his neck with one hand. Joker just cracks up louder, he drops the dustpan and broom--","THOMAS SHOVES JOKER HARD UP AGAINST THE TILED WALL, gripping his neck with one hand. Joker just cracks up louder, he drops the dustpan and broom--","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1027","(shouting) You think this is funny?","You think this is funny?","THOMAS WAYNE","THOMAS WAYNE","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1028","Thomas Wayne's security guards bang open the door, rushing into the bathroom when they hear the shouting--","Thomas Wayne's security guards bang open the door, rushing into the bathroom when they hear the shouting--","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1029","They stop when they see Thomas has Joker jacked up against the wall.","They stop when they see Thomas has Joker jacked up against the wall.","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1030","(tries shaking his head no; still laughing and choking) No, no I have a con--","No, no I have a con--","JOKER","JOKER","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1031","(interrupting; raising his voice) Is this a fucking joke to you?","Is this a fucking joke to you?","THOMAS WAYNE","THOMAS WAYNE","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1032","AND THOMAS WAYNE PUNCHES JOKER STRAIGHT IN THE FACE with his free hand, blood spraying from his nose--","AND THOMAS WAYNE PUNCHES JOKER STRAIGHT IN THE FACE with his free hand, blood spraying from his nose--","CONTEXT","CONTEXT","INT. MEN'S ROOM, WAYNE HALL - CONTINUOUS"
"id1033","The two security guards roughly throw Joker out of the hall, right in front of the drenched crowd of screaming protesters, TV cameras and photographers now on hand, bulbs flashing--","The two security guards roughly throw Joker out of the hall, right in front of the drenched crowd of screaming protesters, TV cameras and photographers now on hand, bulbs flashing--","CONTEXT","CONTEXT","EXT. WAYNE HALL, FRONT ENTRANCE - PLAZA - NIGHT"
"id1034","Joker knowing how to take a fall, plays it up in front of this audience for all it's worth, tumbling end-over-end out onto the plaza in the rain--","Joker knowing how to take a fall, plays it up in front of this audience for all it's worth, tumbling end-over-end out onto the plaza in the rain--","CONTEXT","CONTEXT","EXT. WAYNE HALL, FRONT ENTRANCE - PLAZA - NIGHT"
"id1035","He rolls to his feet with a bit of panache and brushes himself off like it was nothing.","He rolls to his feet with a bit of panache and brushes himself off like it was nothing.","CONTEXT","CONTEXT","EXT. WAYNE HALL, FRONT ENTRANCE - PLAZA - NIGHT"
"id1036","The protesters go crazy, cheering and applauding his act--","The protesters go crazy, cheering and applauding his act--","CONTEXT","CONTEXT","EXT. WAYNE HALL, FRONT ENTRANCE - PLAZA - NIGHT"
"id1037","And Joker takes a deep dramatic bow. Wet hair. Bloody nose.","And Joker takes a deep dramatic bow. Wet hair. Bloody nose.","CONTEXT","CONTEXT","EXT. WAYNE HALL, FRONT ENTRANCE - PLAZA - NIGHT"
"id1038","He turns and sees the security guards coming back out--","He turns and sees the security guards coming back out--","CONTEXT","CONTEXT","EXT. WAYNE HALL, FRONT ENTRANCE - PLAZA - NIGHT"
"id1039","Joker takes off running through the plaza in the downpour, running out of the Center for Performing Arts. Turns down a side street almost slipping--","Joker takes off running through the plaza in the downpour, running out of the Center for Performing Arts. Turns down a side street almost slipping--","CONTEXT","CONTEXT","EXT. WAYNE HALL, FRONT ENTRANCE - PLAZA - NIGHT"
"id1040","And keeps running even though nobody's chasing after him.","And keeps running even though nobody's chasing after him.","CONTEXT","CONTEXT","EXT. WAYNE HALL, FRONT ENTRANCE - PLAZA - NIGHT"
"id1041","We HEAR the familiar beats of THE SUGARHILL GANG'S ""Apache"" as Joker just keeps running and running.","We HEAR the familiar beats of THE SUGARHILL GANG'S ""Apache"" as Joker just keeps running and running.","CONTEXT","CONTEXT","EXT. WAYNE HALL, FRONT ENTRANCE - PLAZA - NIGHT"
"id1042","Joker knocking on Sophie's apartment door, ""Apache"" blaring inside. He's soaking wet, clothes clinging to his body.","Joker knocking on Sophie's apartment door, ""Apache"" blaring inside. He's soaking wet, clothes clinging to his body.","CONTEXT","CONTEXT","INT. APARTMENT BUILDING, HALLWAY - NIGHT"
"id1043","There's no answer.","There's no answer.","CONTEXT","CONTEXT","INT. APARTMENT BUILDING, HALLWAY - NIGHT"
"id1044","He knocks again. Hard to hear anything over the loud music.","He knocks again. Hard to hear anything over the loud music.","CONTEXT","CONTEXT","INT. APARTMENT BUILDING, HALLWAY - NIGHT"
"id1045","Now he tries the door. It's unlocked.","Now he tries the door. It's unlocked.","CONTEXT","CONTEXT","INT. APARTMENT BUILDING, HALLWAY - NIGHT"
"id1046","Joker walks into Sophie's apartment, ""Apache"" thumping, lights dim.","Joker walks into Sophie's apartment, ""Apache"" thumping, lights dim.","CONTEXT","CONTEXT","INT. SOPHIE'S APARTMENT, FRONT HALL - CONTINUOUS"
"id1047","Sophie?","Sophie?","JOKER","JOKER","INT. SOPHIE'S APARTMENT, FRONT HALL - CONTINUOUS"
"id1048","WALKS INTO THE DARK LIVING ROOM, catches a glimpse of Sophie, naked riding on top of SOME GUY on the couch--","WALKS INTO THE DARK LIVING ROOM, catches a glimpse of Sophie, naked riding on top of SOME GUY on the couch--","CONTEXT","CONTEXT","INT. SOPHIE'S APARTMENT, FRONT HALL - CONTINUOUS"
"id1049","The guy sees Joker standing in the shadows and jumps. Sophie turns and sees Joker as well. She screams--","The guy sees Joker standing in the shadows and jumps. Sophie turns and sees Joker as well. She screams--","CONTEXT","CONTEXT","INT. SOPHIE'S APARTMENT, FRONT HALL - CONTINUOUS"
"id1050","Joker rushing for his mother's apartment.","Joker rushing for his mother's apartment.","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - NIGHT"
"id1051","Behind him, the guy comes out half naked into the hallway, zipping up his pants, screaming at Joker--","Behind him, the guy comes out half naked into the hallway, zipping up his pants, screaming at Joker--","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - NIGHT"
"id1052","Joker doesn't look back, doesn't hear the guy yelling at him--","Joker doesn't look back, doesn't hear the guy yelling at him--","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - NIGHT"
"id1053","Quickly opens the door to his mother's apartment and hurries inside.","Quickly opens the door to his mother's apartment and hurries inside.","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - NIGHT"
"id1054","A GRAY, BEHEMOTH STATE HOSPITAL looming over the city block. Metal screens cover steel-framed windows. Joker crosses the street toward the building, eyes weary, he hasn't slept in days.","A GRAY, BEHEMOTH STATE HOSPITAL looming over the city block. Metal screens cover steel-framed windows. Joker crosses the street toward the building, eyes weary, he hasn't slept in days.","CONTEXT","CONTEXT","EXT. ARKHAM STATE HOSPITAL - MORNING"
"id1055","HE SEES TWO GOTHAM CITY COPS AND A PARAMEDIC rolling a gurney into the entrance... a naked, sunburned man screaming his head off is handcuffed to the stretcher underneath a white sheet. Joker follows them inside.","HE SEES TWO GOTHAM CITY COPS AND A PARAMEDIC rolling a gurney into the entrance... a naked, sunburned man screaming his head off is handcuffed to the stretcher underneath a white sheet. Joker follows them inside.","CONTEXT","CONTEXT","EXT. ARKHAM STATE HOSPITAL - MORNING"
"id1056","Joker sits waiting in a cramped office, looking out a plexiglass window that overlooks the crowded hallway--","Joker sits waiting in a cramped office, looking out a plexiglass window that overlooks the crowded hallway--","CONTEXT","CONTEXT","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1057","A constant din of people moving about, talking and shouting. Patients handcuffed to the armrests of their wheelchairs, lying on stretchers, heads covered with pillowcase turbans or forearms to block out the harsh fluorescent lights.","A constant din of people moving about, talking and shouting. Patients handcuffed to the armrests of their wheelchairs, lying on stretchers, heads covered with pillowcase turbans or forearms to block out the harsh fluorescent lights.","CONTEXT","CONTEXT","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1058","His gaze is interrupted by a CLERK (40's), ID clipped to his shirt, who's lugging an old heavy file storage box.","His gaze is interrupted by a CLERK , ID clipped to his shirt, who's lugging an old heavy file storage box.","CONTEXT","CONTEXT","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1059","He drops the box down on his messy desk with a thud.","He drops the box down on his messy desk with a thud.","CONTEXT","CONTEXT","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1060","Sorry for the wait. All our records that are 10 years or older are stored in the basement. You're talking over 30 years ago,-- I had to do some serious digging.","Sorry for the wait. All our records that are 10 years or older are stored in the basement. You're talking over 30 years ago,-- I had to do some serious digging.","CLERK","CLERK","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1061","Joker nods thanks.","Joker nods thanks.","CONTEXT","CONTEXT","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1062","Like I said, if it's in here, I'm still gonna need a release from her.","Like I said, if it's in here, I'm still gonna need a release from her.","CLERK","CLERK","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1063","The clerk opens the file box. Starts digging though it. Joker stares out the plexiglass window that faces the hallway--","The clerk opens the file box. Starts digging though it. Joker stares out the plexiglass window that faces the hallway--","CONTEXT","CONTEXT","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1064","Can I ask you a question? How does someone wind up in here? Have all these people committed crimes?","Can I ask you a question? How does someone wind up in here? Have all these people committed crimes?","JOKER","JOKER","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1065","(going through the files) Some have. Some are just crazy and pose a danger to themselves or others. Some just got nowhere else to go.","Some have. Some are just crazy and pose a danger to themselves or others. Some just got nowhere else to go.","CLERK","CLERK","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1066","Beat.","Beat.","CONTEXT","CONTEXT","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1067","(nods; looks down) Yeah, I know how that is. Sometimes I don't know what to do, y'know, I don't think I can take any more of this.","Yeah, I know how that is. Sometimes I don't know what to do, y'know, I don't think I can take any more of this.","JOKER","JOKER","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1068","The clerk is half listening as he scans the paper work.","The clerk is half listening as he scans the paper work.","CONTEXT","CONTEXT","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1069","Yeah, I can't take much more of this shit either.","Yeah, I can't take much more of this shit either.","CLERK","CLERK","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1070","Now they talking about more layoffs, man, we're understaffed as it is. I don't know what I'm gonna do.","Now they talking about more layoffs, man, we're understaffed as it is. I don't know what I'm gonna do.","CLERK (CONT'D)","CLERK","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1071","Joker looks up at the guy, thinking he's made a connection.","Joker looks up at the guy, thinking he's made a connection.","CONTEXT","CONTEXT","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1072","Last time I ended up taking it out on some,-- people. Bad shit. I thought it would bother me but, it really hasn't.","Last time I ended up taking it out on some,-- people. Bad shit. I thought it would bother me but, it really hasn't.","JOKER","JOKER","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1073","For the first time, the clerk looks at him--","For the first time, the clerk looks at him--","CONTEXT","CONTEXT","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1074","What's that?","What's that?","CLERK","CLERK","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1075","It's just so hard to try and be happy all the time, y'know, when everything's going to shit all around you.","It's just so hard to try and be happy all the time, y'know, when everything's going to shit all around you.","JOKER","JOKER","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
"id1076","(taken aback; beat) Listen, I'm just an administrative assistant, like a clerk. I file paperwork, fill out forms. I don't really know what to tell you, but maybe you should see someone-- they have programs, like city services.","Listen, I'm just an administrative assistant, like a clerk. I file paperwork, fill out forms. I don't really know what to tell you, but maybe you should see someone-- they have programs, like city services.","CLERK","CLERK","INT. ARKHAM STATE HOSPITAL - ADMINISTRATIVE OFFICE - MORNING"
